id,label
1217,72
9447,86
19696,46
4788,70
27487,94
14137,79
27398,10
10687,11
1358,75
17011,66
13780,38
13376,58
15733,93
17419,82
3218,61
23949,50
23972,8
8736,32
10915,58
11614,19
1304,41
11789,3
7310,81
18890,77
254,56
7629,61
7516,72
17224,74
28525,72
13007,84
18453,47
1905,54
13037,97
24000,39
11935,53
19760,18
27402,51
10624,21
13390,18
18123,64
4049,17
24489,39
14503,15
5876,84
26890,80
27814,63
6240,71
20925,87
6183,96
8548,20
7778,67
20113,67
3544,23
16481,43
21228,22
9703,98
2111,67
2728,85
20042,1
22180,15
16371,8
8110,80
11267,59
4453,12
22193,95
9205,94
19143,1
1464,14
18217,36
6612,47
21400,48
658,82
27729,18
18249,33
21077,89
6249,92
5543,96
13859,40
6714,40
25043,31
16903,29
16209,11
17524,59
23928,69
22424,87
23000,96
19961,28
7004,22
1388,38
13251,6
4427,81
28602,78
28240,2
13040,44
21686,33
13658,16
25886,27
13720,45
22356,57
6756,43
3146,94
17244,2
10882,59
14997,55
24087,37
2685,92
25429,69
20613,92
14101,52
2413,33
7854,42
278,34
21239,34
18392,36
11872,64
2893,81
5647,33
19730,61
1012,58
7614,80
3450,39
25761,95
21881,93
15295,28
10610,34
26738,9
1672,99
22794,50
18691,43
9080,79
10984,39
28474,72
12843,10
1306,5
23970,88
16300,69
23931,75
27792,20
2137,26
6955,79
5633,64
4900,61
1957,4
3643,68
18619,5
4064,97
28032,5
26183,58
4254,51
17967,2
16232,47
3717,71
14832,86
14002,77
17562,60
19172,98
3314,40
3355,94
10911,66
7935,96
4335,22
17725,57
2009,37
24890,15
25993,52
4887,82
20595,69
21484,96
6755,25
9843,6
15656,99
20963,26
17579,99
28578,84
4902,70
20508,13
8321,3
20324,49
13865,59
7794,99
28995,28
27457,61
1686,31
28218,54
6820,7
27367,81
24623,20
24008,7
27898,49
12742,97
17841,29
13551,50
9237,39
28082,70
21707,7
28616,88
27508,92
4711,36
18125,42
21764,58
20619,58
16234,25
15846,93
4353,74
28896,65
22940,41
24799,33
1280,55
27617,87
7261,37
22465,7
14348,99
9189,92
8151,7
4675,53
14393,83
6285,40
1453,39
27701,20
19212,32
12377,82
3790,39
24296,81
12304,88
15959,29
19473,10
23883,70
14526,22
7491,7
12552,85
9296,62
13762,17
103,3
22064,93
13220,2
24616,50
25199,11
20549,59
4874,45
15706,92
11798,45
14058,34
17249,97
11608,34
26009,94
8792,35
15750,12
22433,57
13958,42
3123,56
24948,52
11245,43
976,75
10230,68
9414,31
4242,10
5820,54
13498,79
29062,45
10681,24
13346,50
14991,48
3256,51
24049,68
27766,48
24203,5
25160,21
28962,5
22646,94
17519,98
17105,25
16619,94
6203,19
5043,6
20938,68
6845,53
25875,63
28915,33
22956,80
11858,6
10737,5
2861,40
10176,23
21127,69
18788,98
27636,72
26390,16
17772,77
20810,21
26058,26
6336,73
17856,87
2550,15
27018,79
9747,54
20188,29
13912,26
10992,48
15299,50
24775,82
13068,46
6717,82
10102,50
5516,73
23853,73
10236,81
1445,8
475,18
17715,38
10933,61
22610,80
21568,46
1885,99
18702,21
14756,71
9032,16
25290,8
12491,67
12033,37
633,2
18675,69
26361,94
8223,25
5069,62
24706,75
13969,82
1185,59
4195,46
13298,85
26679,87
5470,41
15043,46
4978,16
5492,16
28328,81
65,59
11477,44
10990,63
1988,56
20060,94
12474,47
21909,54
18695,7
4211,5
15475,17
13662,76
13098,30
17308,63
7975,44
20461,72
2171,77
24079,42
18031,69
22918,25
10281,86
2563,6
2570,28
24717,69
3260,50
1482,73
27196,75
10736,2
15669,1
10322,83
18203,26
10117,80
26602,15
15226,84
476,88
26020,12
18982,85
13457,23
14340,40
27247,92
13383,14
21910,31
4893,72
8692,56
1478,48
21531,22
21050,31
3627,34
8515,39
11838,15
4943,17
1322,30
22231,50
14331,16
15853,34
2113,92
19770,9
28698,32
14637,80
20852,74
24963,5
4757,81
5548,29
27771,52
26961,28
14831,89
19691,0
304,78
19196,32
23249,8
1415,20
26396,82
2442,68
21565,80
10352,23
2007,14
20250,61
16911,6
28512,77
1504,42
7843,3
892,41
13015,57
27811,88
20047,22
15459,87
2991,87
5262,91
7120,94
12793,64
4067,13
7314,36
17780,20
1099,7
2952,25
23156,74
5953,56
20959,24
25816,15
21275,96
2473,29
11807,71
7996,11
8774,52
27597,82
13552,29
20055,32
24575,42
14885,36
28500,36
27318,61
7154,32
13483,3
5407,55
12189,28
6589,99
1554,38
14767,57
11017,72
19577,17
16716,89
19260,73
2820,41
25075,55
17411,80
21048,2
28931,70
15858,79
8144,55
11289,20
14789,11
1158,90
696,62
19949,68
20452,13
21785,53
13801,5
18600,14
7263,59
22076,49
11333,49
24907,29
8463,65
4341,36
15957,65
29046,42
13334,19
87,92
23738,89
16051,20
11369,34
3325,49
21504,47
27640,94
16515,75
13203,22
18727,45
15215,59
9810,17
5772,79
21890,38
20224,9
11336,13
18920,93
19190,31
9487,60
23013,61
25692,5
10524,27
4134,54
12371,41
39,94
25231,99
14752,31
22274,96
20559,42
16802,95
27401,14
22414,42
28177,38
6337,17
3053,99
18285,43
4637,54
4356,11
22183,29
25279,79
1705,75
24759,36
905,85
22202,70
20550,29
20277,11
27714,71
21220,2
13416,52
25077,59
17534,36
13422,16
26103,13
6245,63
12704,58
572,5
6706,57
17395,57
23393,54
13778,13
69,29
6807,96
17434,78
5801,29
22531,29
29083,1
1389,61
28561,60
9929,95
6766,89
5676,12
5834,29
6416,56
20101,45
9427,32
2215,62
12089,44
6666,28
9588,91
2998,72
18099,74
5263,13
9133,30
12948,5
12766,8
13191,51
3422,68
28245,43
23460,65
5384,27
27917,80
14199,80
22463,98
13448,1
4491,87
12611,30
11128,21
21007,88
1371,25
4089,16
25931,59
27223,13
7890,23
7945,25
4004,70
23933,28
10460,1
24365,63
5608,22
14592,70
10793,76
27270,27
28840,13
6400,47
19612,92
15300,11
3048,13
16016,59
10286,26
22890,3
7228,38
24512,55
23314,0
27096,62
16918,39
19965,11
7829,72
2194,27
17050,35
16329,73
12200,72
23040,37
27515,96
25602,85
15035,0
27260,60
18832,18
25519,79
23177,33
6186,78
7672,52
15965,60
14012,69
23616,53
15570,68
11259,57
6529,20
16677,87
27298,1
21885,85
6972,98
6153,15
520,34
11122,70
13726,63
20839,58
23733,87
13046,66
10327,84
11085,84
21362,71
12809,74
18120,25
19308,3
12775,95
5335,97
15507,24
24859,72
20436,22
5494,98
19007,74
22106,14
18577,29
5553,94
2552,74
16559,22
23103,73
1494,82
8698,69
18216,71
7920,7
16542,93
9150,50
16684,28
14413,43
26490,21
23259,84
16691,58
10950,21
15759,64
14411,62
15056,4
25257,34
10914,19
10573,62
5894,6
2006,19
18375,30
24412,83
21664,28
8262,17
3087,13
26819,37
13876,66
13608,24
13896,46
16584,10
25110,38
18451,67
14182,43
11723,0
27769,30
14938,64
7029,28
720,24
3309,77
20723,16
18899,50
13155,55
11671,40
28764,21
26162,36
27725,99
20611,84
19713,26
2596,8
10099,84
11490,35
22454,59
13860,71
9699,37
6645,64
4507,33
22778,21
25249,72
17447,25
18065,82
22928,80
18042,35
20746,72
6582,58
25770,60
25932,30
16497,12
4059,62
3389,81
21577,69
19592,72
24715,5
14552,80
27574,14
23326,1
9412,46
11517,9
28164,32
21223,36
24972,87
17837,29
12644,33
17053,27
4326,31
26822,21
7019,93
14185,3
3996,0
6499,27
394,97
28714,76
19964,8
16736,20
21325,3
2931,43
22012,59
24650,37
14745,10
17663,10
12802,16
18740,64
22942,64
2808,42
19798,82
21769,23
2078,40
13108,84
28293,61
4060,67
4552,48
27010,56
18615,35
9564,20
25980,76
5924,4
24278,70
939,75
3665,85
25723,86
12274,0
22541,45
11604,97
22745,53
18581,71
20842,59
4017,51
11026,17
3520,91
8797,95
23994,1
12001,25
17487,36
17927,45
16208,95
9051,83
15345,79
16376,18
14233,38
24472,86
16282,25
19501,58
28283,23
14418,47
5850,32
12728,33
3952,36
25769,68
16396,9
22562,71
3438,49
26440,96
2270,93
18433,61
23767,10
27901,43
8246,1
28729,67
5119,71
25115,36
1499,88
12653,13
7589,57
10858,62
24713,34
17936,75
5032,8
25346,98
18089,98
3792,99
21716,63
16092,38
24954,0
21017,51
13887,37
2075,32
26879,18
11593,25
7732,75
21917,73
14475,2
12130,21
27384,1
15368,83
1168,6
20092,20
3729,33
8664,0
6480,48
3482,15
24311,35
862,86
23706,39
27308,30
12791,72
4894,49
1023,66
11309,88
13069,24
14589,10
19847,26
9067,97
22491,8
3407,67
18540,27
25909,29
6915,13
17340,38
28845,96
12201,83
12824,80
7983,67
14064,36
4032,10
4115,73
27934,3
12236,94
27988,31
14326,11
5918,73
21912,18
10804,4
25285,74
4925,29
7264,49
18315,63
17930,83
24263,18
17018,5
11129,84
9773,31
25283,37
5757,83
11067,97
27856,71
11167,75
17029,45
3942,11
19303,77
20905,29
3765,65
15974,58
14868,85
14634,84
7265,68
19329,83
12679,98
2827,32
16962,75
8893,11
1602,74
24397,87
6076,68
15350,13
28566,11
15122,29
20501,12
14110,37
22592,82
3849,73
14364,86
3974,71
16037,27
20081,63
7493,37
21010,47
7216,23
20446,19
4731,71
7873,53
28671,86
18921,93
13951,93
20703,48
1585,5
7384,71
25152,63
28613,57
10703,91
1,18
25857,20
19460,80
25752,90
23925,36
19746,92
23996,3
25046,37
14783,76
21796,36
15249,54
12965,50
7371,2
14531,22
579,55
25122,66
1200,18
22914,2
5020,96
16443,12
19159,11
5693,74
12982,87
2769,30
27275,79
12156,11
1258,59
28044,5
25435,58
22214,27
27823,69
20588,58
1927,84
16465,4
430,41
6156,19
20750,50
17474,33
4597,23
9548,77
21496,68
23302,82
9624,62
26755,5
1104,98
27113,77
17494,19
5988,27
21055,28
16412,52
113,91
24522,97
22407,34
7497,11
3204,48
22208,97
15722,68
12699,88
4458,64
9983,15
1368,54
7234,50
6135,70
16637,91
23435,29
1517,97
24015,95
3282,9
23452,27
17845,74
13141,7
4916,35
26896,36
25388,24
5938,68
21409,4
12115,67
13532,96
233,43
13749,28
28507,16
33,32
2056,53
4410,67
15710,69
21473,78
18806,29
2126,88
5895,52
3766,61
28461,79
24128,84
17120,5
18327,58
23169,78
19733,15
4297,70
20405,86
18024,36
1995,67
8446,64
6898,98
2415,66
8102,65
29025,5
18780,48
22150,94
7089,52
2407,17
23209,71
5216,28
16685,24
19360,50
25558,93
26504,27
1516,36
23664,68
3033,82
1409,99
16452,32
17481,34
431,29
15961,27
1065,7
1859,45
26625,57
19151,68
8206,25
22050,49
28502,9
16511,8
8329,60
12361,5
1827,82
28400,11
26576,5
21741,59
26321,11
21675,35
14421,30
16456,32
3962,32
10434,64
11949,30
16745,19
27970,5
4173,83
12962,92
493,67
5527,21
11139,95
19560,89
13488,97
3600,22
18693,58
27655,39
17408,50
26565,51
11913,57
12002,9
12928,27
1110,23
9549,53
7762,59
27060,96
5503,52
20087,85
8834,48
11676,14
28922,22
4238,99
10486,77
24991,61
28251,82
20737,97
21144,6
978,86
28470,15
2869,22
2406,87
2139,7
23541,53
665,19
23047,54
8586,51
21074,68
25245,79
25009,78
857,16
25851,78
20228,57
9556,36
16905,76
23374,88
12327,92
7255,6
1832,59
5333,29
6861,75
5377,89
4419,52
9351,72
14263,3
26260,77
4850,8
22798,96
2971,64
15204,27
11581,62
24388,61
242,7
6889,5
714,20
2722,30
3004,41
16265,82
27317,68
12052,24
9911,52
23585,91
19806,36
26507,40
4515,62
14286,88
20976,48
5666,61
3291,71
27673,85
22099,71
20800,34
8320,0
25678,12
2068,12
2846,76
25617,89
24829,12
7895,19
573,25
22392,35
23436,9
20205,7
7171,72
27145,99
2391,93
11827,39
10621,86
20738,6
10902,36
25650,6
18867,40
3393,40
5502,2
6338,13
12689,50
21034,65
17708,88
23389,5
18026,8
4345,9
27495,88
15485,8
6443,6
13487,32
15243,65
28012,8
18116,94
20869,1
12217,31
12784,39
79,84
8874,6
20183,36
23207,0
12708,26
17618,67
28210,45
17931,36
23980,95
11516,24
4033,80
28786,5
14416,33
26697,61
9100,93
13563,56
25830,4
12436,15
23132,33
26980,27
15953,74
8007,6
27631,89
2303,55
